product_name,product_price,Rate,Review,Summary,Sentiment
Blue Star BSAP490LAN Portable Room Air PurifierWhite,11440,4,worth the money,best display in its classremote is also very useful,positive
Blue Star BSAP490LAN Portable Room Air PurifierWhite,11440,3,just okay,highly erratic reading,neutral
Blue Star BSAP490LAN Portable Room Air PurifierWhite,11440,4,good quality product,good product,positive
Blue Star BSAP490LAN Portable Room Air PurifierWhite,11440,1,utterly disappointed,received in not working condition,negative
Blue Star BSAP490LAN Portable Room Air PurifierWhite,11440,5,very nice product at this price,very nice product at 10k price has all needed filters and a nice meter with display has an auto mode which balances everything on its own,positive
Blue Star BSAP490LAN Portable Room Air PurifierWhite,11440,4,wonderful,its really nyc product in comparison of other purifiers on that price un beatable,positive
Blue Star BSAP490LAN Portable Room Air PurifierWhite,11440,1,terrible product,filters when i am trying to install after removing plastic is not properly fittinghorrible product delivery or maybe defective one,negative
Blue Star BSAP490LAN Portable Room Air PurifierWhite,11440,5,worth every penny,excellent product,positive
Blue Star BSAP490LAN Portable Room Air PurifierWhite,11440,5,brilliant,i have taken this product based on our family docotor recommationdecent product been using more than a week the pm2 5 indicator is not coming down below 35 even though if we keep this filter on whole night i was expecting it come down by 1 it is working good i did some testing like keeping some dust particles around it it goes up 200 and when ever i spray deodrant or anything strong odour related perfumes it senses good and the smell will get rid off in minutes but needed some mo,positive
Blue Star BSAP490LAN Portable Room Air PurifierWhite,11440,5,terrific,very good,positive
Blue Star BSAP490LAN Portable Room Air PurifierWhite,11440,2,moderate,real aqi not accurate,negative
Blue Star BSAP490LAN Portable Room Air PurifierWhite,11440,4,value-for-money,good product satisfied,positive
Blue Star BSAP490LAN Portable Room Air PurifierWhite,11440,5,super!,its a fantastic product brings the air quality in control in less than 10 mins gives a peaceful sleep and comfortable atmosphere if you stay in delhi this is a must have,positive
Blue Star BSAP490LAN Portable Room Air PurifierWhite,11440,5,terrific,working a brilliant feel like a natural air,positive
Blue Star BSAP490LAN Portable Room Air PurifierWhite,11440,5,classy product,nice,positive
Blue Star BSAP490LAN Portable Room Air PurifierWhite,11440,1,unsatisfactory,useless product,negative
AGARO Caspian Cool Mist Ultrasonic Humidifier Super Quiet Auto Shut Off Room Air PurifierWhite,1699,5,mind-blowing purchase,very effective and i could feel a huge difference in my breathe i could breathe better loved this product,positive
AGARO Caspian Cool Mist Ultrasonic Humidifier Super Quiet Auto Shut Off Room Air PurifierWhite,1699,4,good quality product,nice product,positive
AGARO Caspian Cool Mist Ultrasonic Humidifier Super Quiet Auto Shut Off Room Air PurifierWhite,1699,1,unsatisfactory,very small and not work good,negative
AGARO Caspian Cool Mist Ultrasonic Humidifier Super Quiet Auto Shut Off Room Air PurifierWhite,1699,5,terrific,easy to install and use highly recommended,positive
AGARO Caspian Cool Mist Ultrasonic Humidifier Super Quiet Auto Shut Off Room Air PurifierWhite,1699,4,nice product,nice productvery usefull well built quality,positive
AGARO Caspian Cool Mist Ultrasonic Humidifier Super Quiet Auto Shut Off Room Air PurifierWhite,1699,4,good choice,very good with high intensity,positive
AGARO Caspian Cool Mist Ultrasonic Humidifier Super Quiet Auto Shut Off Room Air PurifierWhite,1699,5,perfect product!,very good product,positive
AGARO Caspian Cool Mist Ultrasonic Humidifier Super Quiet Auto Shut Off Room Air PurifierWhite,1699,5,great product,very good product,positive
AGARO Caspian Cool Mist Ultrasonic Humidifier Super Quiet Auto Shut Off Room Air PurifierWhite,1699,5,super!,good quality product,positive
AGARO Caspian Cool Mist Ultrasonic Humidifier Super Quiet Auto Shut Off Room Air PurifierWhite,1699,4,nice product,nice product,positive
AGARO Caspian Cool Mist Ultrasonic Humidifier Super Quiet Auto Shut Off Room Air PurifierWhite,1699,1,terrible product,plastic material is very low quality,negative
Sharp Air Purifier for Homes  Offices  Dual Purification  ACTIVE Plasmacluster Technology  PASSIVE FILTERS True HEPA H14 in EN1822 type CarbonPreFilter  Captures 9997 of Impurities  ModelFPF40EW  White Portable Room Air PurifierWhite,9990,5,fabulous!,product seems to be working fine very silent operation and materials used look good quality have been using since 2 months and so far no complaints one needs to buy an additional air quality meter to check the performance and actual air quality parameters the in built indicator of room air quality only shows a color which may not be very pleasing for the user experience and satisfaction,positive
Sharp Air Purifier for Homes  Offices  Dual Purification  ACTIVE Plasmacluster Technology  PASSIVE FILTERS True HEPA H14 in EN1822 type CarbonPreFilter  Captures 9997 of Impurities  ModelFPF40EW  White Portable Room Air PurifierWhite,9990,5,excellent,excellent product and very effective as well beautiful design and awesome features thanks flipkart and sharp,positive
Sharp Air Purifier for Homes  Offices  Dual Purification  ACTIVE Plasmacluster Technology  PASSIVE FILTERS True HEPA H14 in EN1822 type CarbonPreFilter  Captures 9997 of Impurities  ModelFPF40EW  White Portable Room Air PurifierWhite,9990,5,effective and good value-for-money,i received this sharp air purifier as a gift the air feels light and crisp in the mornings and no more slight congestion in the nose the best indicator of its performance is the pollution black soot that used to accumulate on our ceiling fan no more,positive
Sharp Air Purifier for Homes  Offices  Dual Purification  ACTIVE Plasmacluster Technology  PASSIVE FILTERS True HEPA H14 in EN1822 type CarbonPreFilter  Captures 9997 of Impurities  ModelFPF40EW  White Portable Room Air PurifierWhite,9990,3,decent product,i dont feel much difference than other normal air purifier i think their plasma cluster technology is just a marketing gimics and not real thing no difference in air like jungle or some natural its just a normal air purifier,positive
Sharp Air Purifier for Homes  Offices  Dual Purification  ACTIVE Plasmacluster Technology  PASSIVE FILTERS True HEPA H14 in EN1822 type CarbonPreFilter  Captures 9997 of Impurities  ModelFPF40EW  White Portable Room Air PurifierWhite,9990,2,slightly disappointed,the product is not working in a few daysi tell you never buy this itemfirst time it was changed next purifier also did not workingnow you are not doing anything about i have lost my money i am a plus member of the flipkart now i didnt want to buy anything from flipkart,negative
Sharp Air Purifier for Homes  Offices  Dual Purification  ACTIVE Plasmacluster Technology  PASSIVE FILTERS True HEPA H14 in EN1822 type CarbonPreFilter  Captures 9997 of Impurities  ModelFPF40EW  White Portable Room Air PurifierWhite,9990,5,terrific purchase,for now its doing its job well and looks are awesome,positive
Sharp Air Purifier for Homes  Offices  Dual Purification  ACTIVE Plasmacluster Technology  PASSIVE FILTERS True HEPA H14 in EN1822 type CarbonPreFilter  Captures 9997 of Impurities  ModelFPF40EW  White Portable Room Air PurifierWhite,9990,5,excellent,bought it from amazon at the price of 21500amazing productmust for people with asthma as it gives you a feeling of breathing fresh air,positive
Sharp Air Purifier for Homes  Offices  Dual Purification  ACTIVE Plasmacluster Technology  PASSIVE FILTERS True HEPA H14 in EN1822 type CarbonPreFilter  Captures 9997 of Impurities  ModelFPF40EW  White Portable Room Air PurifierWhite,9990,4,worth the money,suprb product,positive
Sharp Air Purifier for Homes  Offices  Dual Purification  ACTIVE Plasmacluster Technology  PASSIVE FILTERS True HEPA H14 in EN1822 type CarbonPreFilter  Captures 9997 of Impurities  ModelFPF40EW  White Portable Room Air PurifierWhite,9990,5,awesome,fantastic survived from diwali pollution,positive
Sharp Air Purifier for Homes  Offices  Dual Purification  ACTIVE Plasmacluster Technology  PASSIVE FILTERS True HEPA H14 in EN1822 type CarbonPreFilter  Captures 9997 of Impurities  ModelFPF40EW  White Portable Room Air PurifierWhite,9990,5,simply awesome,yeah my clinic feels the difference,positive
Sharp Air Purifier for Homes  Offices  Dual Purification  ACTIVE Plasmacluster Technology  PASSIVE FILTERS True HEPA H14 in EN1822 type CarbonPreFilter  Captures 9997 of Impurities  ModelFPF40EW  White Portable Room Air PurifierWhite,9990,3,does the job,product claims it produces less than 5ppm ozone its true when it is running but if gets switched off it produces lot of ozone i havent checked with any device but fishy oder of ozone was very distinct further instructions for ussage are very brief there is no instructions when to use plasmacluster ionizer otherwise pci doesnt start on its won further there is no provision that one can run pci intermittently my kids were throwing garbage on it considering it as bin big pores conv,positive
Sharp Air Purifier for Homes  Offices  Dual Purification  ACTIVE Plasmacluster Technology  PASSIVE FILTERS True HEPA H14 in EN1822 type CarbonPreFilter  Captures 9997 of Impurities  ModelFPF40EW  White Portable Room Air PurifierWhite,9990,5,must buy!,really worth it regardless for its price,positive
Sharp Air Purifier for Homes  Offices  Dual Purification  ACTIVE Plasmacluster Technology  PASSIVE FILTERS True HEPA H14 in EN1822 type CarbonPreFilter  Captures 9997 of Impurities  ModelFPF40EW  White Portable Room Air PurifierWhite,9990,5,terrific,beautiful looking very silent in auto mode go for it,positive
Sharp Air Purifier for Homes  Offices  Dual Purification  ACTIVE Plasmacluster Technology  PASSIVE FILTERS True HEPA H14 in EN1822 type CarbonPreFilter  Captures 9997 of Impurities  ModelFPF40EW  White Portable Room Air PurifierWhite,9990,5,perfect product!,wow,positive
Sharp Air Purifier for Homes  Offices  Dual Purification  ACTIVE Plasmacluster Technology  PASSIVE FILTERS True HEPA H14 in EN1822 type CarbonPreFilter  Captures 9997 of Impurities  ModelFPF40EW  White Portable Room Air PurifierWhite,9990,5,just wow!,good product,positive
Sharp Air Purifier for Homes  Offices  Dual Purification  ACTIVE Plasmacluster Technology  PASSIVE FILTERS True HEPA H14 in EN1822 type CarbonPreFilter  Captures 9997 of Impurities  ModelFPF40EW  White Portable Room Air PurifierWhite,9990,5,perfect product!,good product,positive
Sharp Air Purifier for Homes  Offices  Dual Purification  ACTIVE Plasmacluster Technology  PASSIVE FILTERS True HEPA H14 in EN1822 type CarbonPreFilter  Captures 9997 of Impurities  ModelFPF40EW  White Portable Room Air PurifierWhite,9990,5,must buy!,good one,positive
Sharp Air Purifier for Homes  Offices  Dual Purification  ACTIVE Plasmacluster Technology  PASSIVE FILTERS True HEPA H14 in EN1822 type CarbonPreFilter  Captures 9997 of Impurities  ModelFPF40EW  White Portable Room Air PurifierWhite,9990,4,really nice,a little big for todays date but other than that no problems and a complete value for money also its quite silent,neutral
Sharp Air Purifier for Homes  Offices  Dual Purification  ACTIVE Plasmacluster Technology  PASSIVE FILTERS True HEPA H14 in EN1822 type CarbonPreFilter  Captures 9997 of Impurities  ModelFPF40EW  White Portable Room Air PurifierWhite,9990,5,must buy!,very good purchase it makes the difference in air quality,positive
Sharp Air Purifier for Homes  Offices  Dual Purification  ACTIVE Plasmacluster Technology  PASSIVE FILTERS True HEPA H14 in EN1822 type CarbonPreFilter  Captures 9997 of Impurities  ModelFPF40EW  White Portable Room Air PurifierWhite,9990,2,slightly disappointed,useless,negative
Sharp Air Purifier for Homes  Offices  Dual Purification  ACTIVE Plasmacluster Technology  PASSIVE FILTERS True HEPA H14 in EN1822 type CarbonPreFilter  Captures 9997 of Impurities  ModelFPF40EW  White Portable Room Air PurifierWhite,9990,5,best in the market!,very nice product,positive
Sharp Air Purifier for Homes  Offices  Dual Purification  ACTIVE Plasmacluster Technology  PASSIVE FILTERS True HEPA H14 in EN1822 type CarbonPreFilter  Captures 9997 of Impurities  ModelFPF40EW  White Portable Room Air PurifierWhite,9990,5,fabulous!,fine product and this can handle covid situations well,positive
MOTOROLA AP 450 with HEPA Filter Smart App Connectvity Portable Room Air PurifierWhite,8799,5,excellent,very satisfied with the product very capable of cleaning a 500 sq ft room with large ceiling the smartphone app to control this air purifier works really well best part is that filter for this product is much cheaper compared to other players in this price segment replacing the filter is much economical,positive
MOTOROLA AP 450 with HEPA Filter Smart App Connectvity Portable Room Air PurifierWhite,8799,5,excellent,the air purifier was well packed received in a sealed pack manner without any damageit was a pleasant and very silent experience of this air purifier while running it on an automatic mode trust me it does its job well and is on par with the other wellknown brandsthe threelayer composite filtration system of hepahepa13 antibacterial filteruv and activated carbonnano silver actibac boosted surround purification kills harmful bacteria viruses h1n1 and remove pollutants o,positive
MOTOROLA AP 450 with HEPA Filter Smart App Connectvity Portable Room Air PurifierWhite,8799,5,best in the market!,nice product at this price performance is good,positive
MOTOROLA AP 450 with HEPA Filter Smart App Connectvity Portable Room Air PurifierWhite,8799,5,must buy!,very nice air purifer good quality and nice look,positive
MOTOROLA AP 450 with HEPA Filter Smart App Connectvity Portable Room Air PurifierWhite,8799,5,classy product,value for money better than mi purifier more function and better quality very happy with this product it has hepa 13 filter,positive
MOTOROLA AP 450 with HEPA Filter Smart App Connectvity Portable Room Air PurifierWhite,8799,1,did not meet expectations,i am very disappointed with this product it says air purifier but i dont feel it does the job waste of money i raised return but flipkart rejected the return not recommended this product dont know how this product got the good rating,negative
MOTOROLA AP 450 with HEPA Filter Smart App Connectvity Portable Room Air PurifierWhite,8799,5,excellent,veri nice purifier have anions uv as added benefit,positive
MOTOROLA AP 450 with HEPA Filter Smart App Connectvity Portable Room Air PurifierWhite,8799,5,worth every penny,started using this product for last 3 days size is approx 2 1 1 works decently as expected need more time to check performance wifi connectivity is excellent currently i am concerned about the top opening which may be collecting dust when switched off hepa filter gives 2000 hrs,positive
MOTOROLA AP 450 with HEPA Filter Smart App Connectvity Portable Room Air PurifierWhite,8799,1,horrible,defective productafter one month use fan is giving to much sound very disappointed,negative
MOTOROLA AP 450 with HEPA Filter Smart App Connectvity Portable Room Air PurifierWhite,8799,1,don't waste your money,this is the worst product not filtering the air not getting purified and the flipkart service is very bad,negative
MOTOROLA AP 450 with HEPA Filter Smart App Connectvity Portable Room Air PurifierWhite,8799,1,waste of money!,stop working within 15 days no onsite support need to visit service center after 3 days no email reply and not able to trace the service center customer care not responding properly,positive
MOTOROLA AP 450 with HEPA Filter Smart App Connectvity Portable Room Air PurifierWhite,8799,5,perfect product!,excellent airpurifier with wifi connectivity loved it,positive
MOTOROLA AP 450 with HEPA Filter Smart App Connectvity Portable Room Air PurifierWhite,8799,1,useless product,useless productso please dont buy,negative
MOTOROLA AP 450 with HEPA Filter Smart App Connectvity Portable Room Air PurifierWhite,8799,1,don't waste your money,no difference before and after using the product waste of money,negative
MOTOROLA AP 450 with HEPA Filter Smart App Connectvity Portable Room Air PurifierWhite,8799,5,wonderful,super air purifier,positive
MOTOROLA AP 450 with HEPA Filter Smart App Connectvity Portable Room Air PurifierWhite,8799,5,worth every penny,good performance,positive
MOTOROLA AP 450 with HEPA Filter Smart App Connectvity Portable Room Air PurifierWhite,8799,5,best in the market!,excellent product value for money,positive
MOTOROLA AP 450 with HEPA Filter Smart App Connectvity Portable Room Air PurifierWhite,8799,4,good choice,good product its pulling the dust near by,positive
MOTOROLA AP 450 with HEPA Filter Smart App Connectvity Portable Room Air PurifierWhite,8799,4,good quality product,good product,positive
MOTOROLA AP 450 with HEPA Filter Smart App Connectvity Portable Room Air PurifierWhite,8799,2,moderate,first of all dont dare to compare it with mi 3s 2s is what your ideal apple to apple comparative partner should be if you look at that mi wins hands downhere are things i didnt like1 stats shown seems dubious unreliable2 the app to check data on your phone ez home doesnt work a huge disappointment 3 the white color is prone to smudge and thus gets dirty very quickly it is a smudge magnet my 6 month old mi 3s looks newer than this 4 did i mention unreliable stats,negative
MOTOROLA AP 450 with HEPA Filter Smart App Connectvity Portable Room Air PurifierWhite,8799,1,unsatisfactory,doesnt work at all it shows air quality ok in just 5 minutes i checked it by putting my phillips air purifier next to it both showed different readings,negative
MOTOROLA AP 450 with HEPA Filter Smart App Connectvity Portable Room Air PurifierWhite,8799,1,unsatisfactory,do not buy it is a chinese product not effective,negative
MOTOROLA AP 450 with HEPA Filter Smart App Connectvity Portable Room Air PurifierWhite,8799,3,nice,you will struggle for replacement filter wrote emails to fk customer care provided on the user manual all for a reply they dont support this product as far as the air purifier is concerned its good,positive
PHILIPS AC288720 883 4887 20280 Portable Room Air PurifierWhite,14999,5,must buy!,excellent product with the nice visual effect to easily see the present pm 25 level in the house it changes colour with the decrease of pm 25 levelworking very efficiently with three 5 fan speed settings ie sleep level 1 level 2 level 3 turbo speed completely silent and all the light indicators goes off in sleep mode for comfortable sleepi loved this product,positive
PHILIPS AC288720 883 4887 20280 Portable Room Air PurifierWhite,14999,5,awesome,fantastic product lowers pollution level 100 to below 40 in 10 mind blue colour perfect packaging atleast it reached me first hand and without any defect and packaging is also done good by seller im asmatic lets see its longterm effect good job seller fabsalescorpupdate i quit my asthma inhaler within 10 days of use of this it literally works for asmatic person living in polluted cities industrial area metro cities i recommend this product you can see the difference in n,positive
PHILIPS AC288720 883 4887 20280 Portable Room Air PurifierWhite,14999,5,highly recommended,works like a charm easy to install and use you would notice difference in air quality significantly,positive
PHILIPS AC288720 883 4887 20280 Portable Room Air PurifierWhite,14999,5,great product,its really worthwhile for money awsome product its work very good in turbo mode,positive
PHILIPS AC288720 883 4887 20280 Portable Room Air PurifierWhite,14999,4,really nice,promptly delivered by flipkart as always so far i am happy with the products performance its sensors provide accurate reading of air quality and the difference in the air can be felt in around 3040 mins of operation the device is also a lot more silent compared to honeywell products,positive
PHILIPS AC288720 883 4887 20280 Portable Room Air PurifierWhite,14999,5,brilliant,excellent product shows the air quality is well designed has timer has great purifying ability philips claims 9997 is working well till now,positive
PHILIPS AC288720 883 4887 20280 Portable Room Air PurifierWhite,14999,4,very good,the hepa filter starts giving unpleasant smell in 34 months and they say it needs to be replaced as its work outhowever if you wash it properly under running water and let it dry under sun for 24 hrs its good to be used again not washable thing is just a part of their business model decent product otherwise,positive
PHILIPS AC288720 883 4887 20280 Portable Room Air PurifierWhite,14999,5,awesome,great product ppm reduced from 100 to 20 in 30 mins with all gaps closed simplu soundless operation,positive
PHILIPS AC288720 883 4887 20280 Portable Room Air PurifierWhite,14999,5,great budget buy,its a great buy does the job well and the allergen mode has been a life saver,positive
PHILIPS AC288720 883 4887 20280 Portable Room Air PurifierWhite,14999,1,don't waste your money,this is a very bad quality product with in a month we have to change the filter even after changing the filter this product did not work philips service is probably the worst in the country you keep calling them and they do not respond at all this product is lying as a junk at my home disappointing,negative
PHILIPS AC288720 883 4887 20280 Portable Room Air PurifierWhite,14999,3,nice,smells like carbon in the room im not sure if these things are just a farce or does affect in reality,negative
PHILIPS AC288720 883 4887 20280 Portable Room Air PurifierWhite,14999,1,bad product & absolutely painful service,to my surprise the product stopped working properly within a week of purchase as the light indicator refuses to turn from red to blue even after 1518 hrs of continuous operations in a closed room with the room area way less than what the product is capable of handling the pm25 level reading remains in a range of 150225 which is extremely hazardous,positive
PHILIPS AC288720 883 4887 20280 Portable Room Air PurifierWhite,14999,5,super!,works just as described,positive
PHILIPS AC288720 883 4887 20280 Portable Room Air PurifierWhite,14999,5,best in the market!,good as per aspected,positive
PHILIPS AC288720 883 4887 20280 Portable Room Air PurifierWhite,14999,4,very good,overall decent product it mainly works in turbo mode only,neutral
PHILIPS AC288720 883 4887 20280 Portable Room Air PurifierWhite,14999,5,terrific,good and reasonable priced,positive
PHILIPS AC288720 883 4887 20280 Portable Room Air PurifierWhite,14999,4,delightful,good product,positive
PHILIPS AC288720 883 4887 20280 Portable Room Air PurifierWhite,14999,5,excellent product,does the job as advertised sleep mode is absolutely quiet and comfortable my little one had been suffering from wheezing for a while now thanks to this product the problem is gone now it has antivirus mode and antipollen mode alsosatisfied,negative
PHILIPS AC288720 883 4887 20280 Portable Room Air PurifierWhite,14999,5,mind-blowing purchase,awesome product for metro city people,positive
PHILIPS AC288720 883 4887 20280 Portable Room Air PurifierWhite,14999,5,classy product,awesome,positive
PHILIPS AC288720 883 4887 20280 Portable Room Air PurifierWhite,14999,5,terrific,very good product it works as described delivery by flipkart within one day very fast,positive
PHILIPS AC288720 883 4887 20280 Portable Room Air PurifierWhite,14999,5,awesome,wonderful product,positive
PHILIPS AC288720 883 4887 20280 Portable Room Air PurifierWhite,14999,1,don't waste your money,worst service from fkno proper response no proper replygood product,negative
PHILIPS AC288720 883 4887 20280 Portable Room Air PurifierWhite,14999,3,fair,too overpricedgo for ac1217,neutral
PHILIPS AC288720 883 4887 20280 Portable Room Air PurifierWhite,14999,4,very good,after starting it felt very light air inside room to breath all type of odour removed from room product is good and working till now,positive
PHILIPS AC288720 883 4887 20280 Portable Room Air PurifierWhite,14999,5,worth every penny,good air purifier and would recommend to others only downside is that hepa filter is expensive like all other brand,positive
PHILIPS AC288720 883 4887 20280 Portable Room Air PurifierWhite,14999,4,good choice,use full,positive
PHILIPS AC288720 883 4887 20280 Portable Room Air PurifierWhite,14999,5,fabulous!,awesome,positive
PHILIPS AC288720 883 4887 20280 Portable Room Air PurifierWhite,14999,5,must buy!,excellent product,positive
KENT Aura Portable Room Air PurifierPink,6999,5,suitable for polluted delhi,i bought this due to extremely high pollution in delhi after using it for over a month now i am satisfied with it closing my doors and windows around 6pm turn it on and let it run till 10pm switch it off and go to sleep its that simple,positive
KENT Aura Portable Room Air PurifierPink,6999,5,terrific,nice,positive
KENT Aura Portable Room Air PurifierPink,6999,5,wonderful,got the product in one days time in perfect conditionthe air purifier works well as described no complaints and with a price paid of 7699 its a steal,negative
KENT Aura Portable Room Air PurifierPink,6999,5,simply awesome,this the owsome and i am purchased only 4000 billions day offer so cheap market price is 15000,positive
KENT Aura Portable Room Air PurifierPink,6999,5,excellent,the same product is delivered and quality is also good a good deal with flipkart,positive
KENT Aura Portable Room Air PurifierPink,6999,1,waste of money!,low button switch was not working again the machine stoped after few minutes in auto mode from the day one when the complain lodged to the flipkart and thereafter few days kent sent their representative to inspect the machine he came and note down the problem then he recommend to sent some technical person from their service centre a technician came and he did something with the control panel for an hour or so and said that the problem was corrected and he promised us to visit again to c,negative
KENT Aura Portable Room Air PurifierPink,6999,1,hated it!,child safety lock is not working this is worst thing when you gift a broken air purifier to someone it is flipcarts fault,negative
KENT Aura Portable Room Air PurifierPink,6999,4,delightful,its a gud productdnt knw abt aftr sell serviceshope for d best,positive
KENT Aura Portable Room Air PurifierPink,6999,1,worst experience ever!,just waste of money doesnt work as claimed,negative
KENT Aura Portable Room Air PurifierPink,6999,4,delightful,very useful,positive
KENT Aura Portable Room Air PurifierPink,6999,5,awesome,very nice product,positive
KENT Aura Portable Room Air PurifierPink,6999,5,wonderful,very nice product,positive
KENT Aura Portable Room Air PurifierPink,6999,5,very good product,we are feeling very good since when using this product excellent,positive
KENT Aura Portable Room Air PurifierPink,6999,5,awesome,its also known as good brand and also excellent product of kenti fully satisfied that,positive
KENT Aura Portable Room Air PurifierPink,6999,5,highly recommended,good product better than philips and panasonic,positive
KENT Aura Portable Room Air PurifierPink,6999,1,utterly disappointed,worst product doesnt putify airits just a small plastic exhaust fan fitted in a plastic case it didnt work when there was smoke from my kitchen or when the crackers are being burned on auto mode it starts any time but dont get off until i switch it off simply waste of money10k for a small plastic exhaust fan is too much to pay for will never recommend anyone,negative
KENT Aura Portable Room Air PurifierPink,6999,1,brilliant,pretty good product kindly help me with the air filter and prices time frame after which filter is to be replaced,positive
KENT Aura Portable Room Air PurifierPink,6999,5,mind-blowing purchase,value for money,positive
KENT Aura Portable Room Air PurifierPink,6999,5,super!,awesome product and on time delivery by flipkart,positive
KENT Aura Portable Room Air PurifierPink,6999,5,mind-blowing purchase,a good product and air pollution reduce,positive
KENT Aura Portable Room Air PurifierPink,6999,2,bad quality,looks good but the front cover is just a magnetic one kids can open it and filters havent any lock,negative
KENT Aura Portable Room Air PurifierPink,6999,1,terrible product,too much noise my baby cant sleep,negative
KENT Aura Portable Room Air PurifierPink,6999,4,good choice,good,positive
KENT Aura Portable Room Air PurifierPink,6999,5,perfect product!,exilent product,positive
KENT Aura Portable Room Air PurifierPink,6999,5,simply awesome,good quality but price is high,positive
KENT Aura Portable Room Air PurifierPink,6999,2,moderate,the auto mode doesnt work well otherwise it is ok,neutral
KENT Aura Portable Room Air PurifierPink,6999,3,good,not a good product at all,negative
KENT Aura Portable Room Air PurifierPink,6999,5,classy product,nice product quality is fine delivering is very good,positive
Glen GL 6033 Room Air PurifierWhite,8797,4,pretty good,good purifier but purification rate is slow although its suitable for my 250 square feet room as mentioned in the product specifications glen purifier got everything it needs like uv anion hepacarbon activated superb combination customer care are responsiveglen purifier are good choice as they are least price but highly efficient like phillipshoneywell etc if your pollution level are beyond the limit then your filters are going to last 6m max especially hepa filters im an asthm,positive
Glen GL 6033 Room Air PurifierWhite,8797,5,brilliant,extremely good it was red when we switched on and after 20 minutes it became green we could feel the freshness in the room,positive
Glen GL 6033 Room Air PurifierWhite,8797,4,nice product,seems to be doing the job it is meant for showing red air quality on diwali night and when i checked the filter next day it was black only downside is no pm level display only colors for air quality but good product in the range,positive
Glen GL 6033 Room Air PurifierWhite,8797,3,decent product,i bought this air purifier last year it worked well in pollution of delhi in nov dec last year now as the poor air quality period is approaching i am searching for replacement of filters but could not find i bought the purifier at about rs 4000 and filters for other models of glen glen india website costing the same filter for this model not listed,negative
Glen GL 6033 Room Air PurifierWhite,8797,4,worth the money,it is my first day of use considering the price it seems to be the value for money though there are three colour to see the current air quality no display of pm level,positive
Glen GL 6033 Room Air PurifierWhite,8797,4,worth the money,good productbut part easily not available,neutral
Glen GL 6033 Room Air PurifierWhite,8797,3,decent product,okay,neutral
Glen GL 6033 Room Air PurifierWhite,8797,1,utterly disappointed,take my advise buy some other brandthe light indicating air quality status doesnt show the real status of air quality and is a flawed designwhen i plug it in my room the light goes blue indicating good air quality and after 10 15 mins of usage it goes orangered lolthe build quality is also not goodthe service center doesnt respond to calls for querydemowill never buy a glen product againi tried to get a refund so that i could buy some other brand even an expensive o,positive
Glen GL 6033 Room Air PurifierWhite,8797,1,don't waste your money,poor product,negative
Glen GL 6033 Room Air PurifierWhite,8797,4,worth the money,good product,positive
Glen GL 6033 Room Air PurifierWhite,8797,4,good choice,nice does the job,positive
Glen GL 6033 Room Air PurifierWhite,8797,4,nice product,good one,positive
Glen GL 6033 Room Air PurifierWhite,8797,4,delightful,value of price,positive
Glen GL 6033 Room Air PurifierWhite,8797,5,great product,good product,positive
Glen GL 6033 Room Air PurifierWhite,8797,5,terrific purchase,good product fast delivery,positive
Glen GL 6033 Room Air PurifierWhite,8797,5,perfect product!,looks a good product would know its effectiveness and efficiency only after usage,positive
Glen GL 6033 Room Air PurifierWhite,8797,5,just wow!,excellent,positive
Glen GL 6033 Room Air PurifierWhite,8797,4,very good,amazing product at this price i dont think any air purifier is giving remote in such friendly budget build quality can be improved a bit,positive
Glen GL 6033 Room Air PurifierWhite,8797,4,really nice,country of origin is china product does what it is meant to do,positive
Glen GL 6033 Room Air PurifierWhite,8797,5,mind-blowing purchase,there waswasher andnut living inside the machine,positive
Glen GL 6033 Room Air PurifierWhite,8797,3,decent product,just good what more can you expect for this price,neutral
Glen GL 6033 Room Air PurifierWhite,8797,5,terrific,good thing but accessories are very costly when ever you want to buy filter it will cost you a lot,positive
Glen GL 6033 Room Air PurifierWhite,8797,2,moderate,ok,neutral
Glen GL 6033 Room Air PurifierWhite,8797,5,excellent,superb qualityreally clean the air,positive
Glen GL 6033 Room Air PurifierWhite,8797,3,nice,nice product for the price of rs1999only,positive
Glen GL 6033 Room Air PurifierWhite,8797,4,value-for-money,superb,positive
Glen GL 6033 Room Air PurifierWhite,8797,5,terrific purchase,best product at this price,positive
AutoPowerz Car Interior Ambient Star Lights Multicolor with Music Control Star Atmosphere Light Car Fancy Lights Multicolor Car Fancy LightsMulticolor,741,5,excellent,nice,positive
AutoPowerz Car Interior Ambient Star Lights Multicolor with Music Control Star Atmosphere Light Car Fancy Lights Multicolor Car Fancy LightsMulticolor,741,5,classy product,wonderful,positive
AutoPowerz Car Interior Ambient Star Lights Multicolor with Music Control Star Atmosphere Light Car Fancy Lights Multicolor Car Fancy LightsMulticolor,741,3,does the job,not up to the mark,negative
AutoPowerz Car Interior Ambient Star Lights Multicolor with Music Control Star Atmosphere Light Car Fancy Lights Multicolor Car Fancy LightsMulticolor,741,4,good choice,super,positive
AutoPowerz Car Interior Ambient Star Lights Multicolor with Music Control Star Atmosphere Light Car Fancy Lights Multicolor Car Fancy LightsMulticolor,741,5,highly recommended,good product,positive
AutoPowerz Car Interior Ambient Star Lights Multicolor with Music Control Star Atmosphere Light Car Fancy Lights Multicolor Car Fancy LightsMulticolor,741,5,mind-blowing purchase,good work,positive
